year,Date,skills,vals,state,job_title
2021,2021-08-01,cad,0,MO,Mechanical Engineers
2021,2021-08-01,problem,2,MO,Mechanical Engineers
2021,2021-08-01,research,0,MO,Mechanical Engineers
2021,2021-08-01,c,13,MO,Mechanical Engineers
2021,2021-09-01,project,8,MO,Mechanical Engineers
2021,2021-09-01,support,4,MO,Mechanical Engineers
2021,2021-09-01,service,4,MO,Mechanical Engineers
2021,2021-09-01,process,6,MO,Mechanical Engineers
2021,2021-09-01,data,0,MO,Mechanical Engineers
2021,2021-09-01,detail,3,MO,Mechanical Engineers
2021,2021-09-01,cad,0,MO,Mechanical Engineers
2021,2021-09-01,problem,6,MO,Mechanical Engineers
2021,2021-09-01,research,0,MO,Mechanical Engineers
2021,2021-09-01,c,13,MO,Mechanical Engineers
2021,2021-10-01,project,3,MO,Mechanical Engineers
2021,2021-10-01,support,5,MO,Mechanical Engineers
2021,2021-10-01,service,6,MO,Mechanical Engineers
2021,2021-10-01,process,12,MO,Mechanical Engineers
2021,2021-10-01,data,1,MO,Mechanical Engineers
2021,2021-10-01,detail,1,MO,Mechanical Engineers
2021,2021-10-01,cad,0,MO,Mechanical Engineers
2021,2021-10-01,problem,6,MO,Mechanical Engineers
2021,2021-10-01,research,1,MO,Mechanical Engineers
2021,2021-10-01,c,10,MO,Mechanical Engineers
2021,2021-11-01,project,19,MO,Mechanical Engineers
2021,2021-11-01,support,2,MO,Mechanical Engineers
2021,2021-11-01,service,3,MO,Mechanical Engineers
2021,2021-11-01,process,13,MO,Mechanical Engineers
2021,2021-11-01,data,1,MO,Mechanical Engineers
2021,2021-11-01,detail,2,MO,Mechanical Engineers
2021,2021-11-01,cad,0,MO,Mechanical Engineers
2021,2021-11-01,problem,5,MO,Mechanical Engineers
2021,2021-11-01,research,2,MO,Mechanical Engineers
2021,2021-11-01,c,27,MO,Mechanical Engineers
2021,2021-12-01,project,13,MO,Mechanical Engineers
2021,2021-12-01,support,2,MO,Mechanical Engineers
2021,2021-12-01,service,0,MO,Mechanical Engineers
2021,2021-12-01,process,7,MO,Mechanical Engineers
2021,2021-12-01,data,0,MO,Mechanical Engineers
2021,2021-12-01,detail,2,MO,Mechanical Engineers
2021,2021-12-01,cad,0,MO,Mechanical Engineers
2021,2021-12-01,problem,0,MO,Mechanical Engineers
2021,2021-12-01,research,0,MO,Mechanical Engineers
2021,2021-12-01,c,8,MO,Mechanical Engineers
2022,2022-01-01,project,16,MO,Mechanical Engineers
2022,2022-01-01,support,5,MO,Mechanical Engineers
2022,2022-01-01,service,1,MO,Mechanical Engineers
2022,2022-01-01,process,10,MO,Mechanical Engineers
2022,2022-01-01,data,8,MO,Mechanical Engineers
2022,2022-01-01,detail,7,MO,Mechanical Engineers
2022,2022-01-01,cad,1,MO,Mechanical Engineers
2022,2022-01-01,problem,0,MO,Mechanical Engineers
2022,2022-01-01,research,2,MO,Mechanical Engineers
2022,2022-01-01,c,18,MO,Mechanical Engineers
2022,2022-02-01,project,24,MO,Mechanical Engineers
2022,2022-02-01,support,15,MO,Mechanical Engineers
2022,2022-02-01,service,11,MO,Mechanical Engineers
2022,2022-02-01,process,8,MO,Mechanical Engineers
2022,2022-02-01,data,17,MO,Mechanical Engineers
2022,2022-02-01,detail,15,MO,Mechanical Engineers
2022,2022-02-01,cad,4,MO,Mechanical Engineers
2022,2022-02-01,problem,0,MO,Mechanical Engineers
2022,2022-02-01,research,6,MO,Mechanical Engineers
2022,2022-02-01,c,26,MO,Mechanical Engineers
2022,2022-03-01,project,16,MO,Mechanical Engineers
2022,2022-03-01,support,9,MO,Mechanical Engineers
2022,2022-03-01,service,0,MO,Mechanical Engineers
2022,2022-03-01,process,10,MO,Mechanical Engineers
2022,2022-03-01,data,1,MO,Mechanical Engineers
2022,2022-03-01,detail,5,MO,Mechanical Engineers
2022,2022-03-01,cad,0,MO,Mechanical Engineers
2022,2022-03-01,problem,1,MO,Mechanical Engineers
2022,2022-03-01,research,3,MO,Mechanical Engineers
2022,2022-03-01,c,30,MO,Mechanical Engineers
2022,2022-04-01,project,20,MO,Mechanical Engineers
2022,2022-04-01,support,6,MO,Mechanical Engineers
2022,2022-04-01,service,3,MO,Mechanical Engineers
2022,2022-04-01,process,8,MO,Mechanical Engineers
2022,2022-04-01,data,7,MO,Mechanical Engineers
2022,2022-04-01,detail,4,MO,Mechanical Engineers
2022,2022-04-01,cad,0,MO,Mechanical Engineers
2022,2022-04-01,problem,2,MO,Mechanical Engineers
2022,2022-04-01,research,3,MO,Mechanical Engineers
2022,2022-04-01,c,19,MO,Mechanical Engineers
2022,2022-05-01,project,18,MO,Mechanical Engineers
2022,2022-05-01,support,5,MO,Mechanical Engineers
2022,2022-05-01,service,1,MO,Mechanical Engineers
2022,2022-05-01,process,8,MO,Mechanical Engineers
2022,2022-05-01,data,5,MO,Mechanical Engineers
2022,2022-05-01,detail,8,MO,Mechanical Engineers
2022,2022-05-01,cad,4,MO,Mechanical Engineers
2022,2022-05-01,problem,1,MO,Mechanical Engineers
2022,2022-05-01,research,6,MO,Mechanical Engineers
2022,2022-05-01,c,20,MO,Mechanical Engineers
2022,2022-06-01,project,11,MO,Mechanical Engineers
2022,2022-06-01,support,10,MO,Mechanical Engineers
2022,2022-06-01,service,2,MO,Mechanical Engineers
2022,2022-06-01,process,6,MO,Mechanical Engineers
2022,2022-06-01,data,9,MO,Mechanical Engineers
2022,2022-06-01,detail,11,MO,Mechanical Engineers
2022,2022-06-01,cad,0,MO,Mechanical Engineers
2022,2022-06-01,problem,2,MO,Mechanical Engineers
2022,2022-06-01,research,2,MO,Mechanical Engineers
2022,2022-06-01,c,21,MO,Mechanical Engineers
2022,2022-07-01,project,31,MO,Mechanical Engineers
2022,2022-07-01,support,12,MO,Mechanical Engineers
2022,2022-07-01,service,7,MO,Mechanical Engineers
2022,2022-07-01,process,8,MO,Mechanical Engineers
2022,2022-07-01,data,11,MO,Mechanical Engineers
2022,2022-07-01,detail,7,MO,Mechanical Engineers
2022,2022-07-01,cad,2,MO,Mechanical Engineers
2022,2022-07-01,problem,5,MO,Mechanical Engineers
2022,2022-07-01,research,1,MO,Mechanical Engineers
2022,2022-07-01,c,13,MO,Mechanical Engineers
2022,2022-08-01,project,24,MO,Mechanical Engineers
2022,2022-08-01,support,13,MO,Mechanical Engineers
2022,2022-08-01,service,14,MO,Mechanical Engineers
2022,2022-08-01,process,12,MO,Mechanical Engineers
2022,2022-08-01,data,9,MO,Mechanical Engineers
2022,2022-08-01,detail,19,MO,Mechanical Engineers
2022,2022-08-01,cad,0,MO,Mechanical Engineers
2022,2022-08-01,problem,5,MO,Mechanical Engineers
2022,2022-08-01,research,4,MO,Mechanical Engineers
2022,2022-08-01,c,30,MO,Mechanical Engineers
2022,2022-09-01,project,26,MO,Mechanical Engineers
2022,2022-09-01,support,12,MO,Mechanical Engineers
2022,2022-09-01,service,10,MO,Mechanical Engineers
2022,2022-09-01,process,7,MO,Mechanical Engineers
2022,2022-09-01,data,4,MO,Mechanical Engineers
2022,2022-09-01,detail,5,MO,Mechanical Engineers
2022,2022-09-01,cad,1,MO,Mechanical Engineers
2022,2022-09-01,problem,4,MO,Mechanical Engineers
2022,2022-09-01,research,1,MO,Mechanical Engineers
2022,2022-09-01,c,24,MO,Mechanical Engineers
2022,2022-10-01,project,29,MO,Mechanical Engineers
2022,2022-10-01,support,18,MO,Mechanical Engineers
2022,2022-10-01,service,0,MO,Mechanical Engineers
2022,2022-10-01,process,6,MO,Mechanical Engineers
2022,2022-10-01,data,2,MO,Mechanical Engineers
2022,2022-10-01,detail,3,MO,Mechanical Engineers
2022,2022-10-01,cad,0,MO,Mechanical Engineers
2022,2022-10-01,problem,3,MO,Mechanical Engineers
2022,2022-10-01,research,3,MO,Mechanical Engineers
2022,2022-10-01,c,18,MO,Mechanical Engineers
2022,2022-11-01,project,18,MO,Mechanical Engineers
2022,2022-11-01,support,6,MO,Mechanical Engineers
2022,2022-11-01,service,6,MO,Mechanical Engineers
2022,2022-11-01,process,4,MO,Mechanical Engineers
2022,2022-11-01,data,4,MO,Mechanical Engineers
2022,2022-11-01,detail,4,MO,Mechanical Engineers
2022,2022-11-01,cad,0,MO,Mechanical Engineers
2022,2022-11-01,problem,5,MO,Mechanical Engineers
2022,2022-11-01,research,0,MO,Mechanical Engineers
2022,2022-11-01,c,28,MO,Mechanical Engineers
2022,2022-12-01,project,12,MO,Mechanical Engineers
2022,2022-12-01,support,2,MO,Mechanical Engineers
2022,2022-12-01,service,5,MO,Mechanical Engineers
2022,2022-12-01,process,1,MO,Mechanical Engineers
2022,2022-12-01,data,0,MO,Mechanical Engineers
2022,2022-12-01,detail,2,MO,Mechanical Engineers
2022,2022-12-01,cad,0,MO,Mechanical Engineers
2022,2022-12-01,problem,4,MO,Mechanical Engineers
2022,2022-12-01,research,0,MO,Mechanical Engineers
2022,2022-12-01,c,15,MO,Mechanical Engineers
2023,2023-01-01,project,22,MO,Mechanical Engineers
2023,2023-01-01,support,7,MO,Mechanical Engineers
2023,2023-01-01,service,11,MO,Mechanical Engineers
2023,2023-01-01,process,6,MO,Mechanical Engineers
2023,2023-01-01,data,4,MO,Mechanical Engineers
2023,2023-01-01,detail,5,MO,Mechanical Engineers
2023,2023-01-01,cad,1,MO,Mechanical Engineers
2023,2023-01-01,problem,8,MO,Mechanical Engineers
2023,2023-01-01,research,1,MO,Mechanical Engineers
2023,2023-01-01,c,9,MO,Mechanical Engineers
2023,2023-02-01,project,24,MO,Mechanical Engineers
2023,2023-02-01,support,9,MO,Mechanical Engineers
2023,2023-02-01,service,3,MO,Mechanical Engineers
2023,2023-02-01,process,9,MO,Mechanical Engineers
2023,2023-02-01,data,2,MO,Mechanical Engineers
2023,2023-02-01,detail,2,MO,Mechanical Engineers
2023,2023-02-01,cad,0,MO,Mechanical Engineers
2023,2023-02-01,problem,1,MO,Mechanical Engineers
2023,2023-02-01,research,2,MO,Mechanical Engineers
2023,2023-02-01,c,21,MO,Mechanical Engineers
2023,2023-03-01,project,36,MO,Mechanical Engineers
2023,2023-03-01,support,16,MO,Mechanical Engineers
2023,2023-03-01,service,5,MO,Mechanical Engineers
2023,2023-03-01,process,6,MO,Mechanical Engineers
2023,2023-03-01,data,4,MO,Mechanical Engineers
2023,2023-03-01,detail,3,MO,Mechanical Engineers
2023,2023-03-01,cad,0,MO,Mechanical Engineers
2023,2023-03-01,problem,6,MO,Mechanical Engineers
2023,2023-03-01,research,1,MO,Mechanical Engineers
2023,2023-03-01,c,15,MO,Mechanical Engineers
2023,2023-04-01,project,26,MO,Mechanical Engineers
2023,2023-04-01,support,6,MO,Mechanical Engineers
2023,2023-04-01,service,6,MO,Mechanical Engineers
2023,2023-04-01,process,6,MO,Mechanical Engineers
2023,2023-04-01,data,1,MO,Mechanical Engineers
2023,2023-04-01,detail,4,MO,Mechanical Engineers
2023,2023-04-01,cad,0,MO,Mechanical Engineers
2023,2023-04-01,problem,4,MO,Mechanical Engineers
2023,2023-04-01,research,0,MO,Mechanical Engineers
2023,2023-04-01,c,16,MO,Mechanical Engineers
2023,2023-05-01,project,29,MO,Mechanical Engineers
2023,2023-05-01,support,8,MO,Mechanical Engineers
2023,2023-05-01,service,5,MO,Mechanical Engineers
2023,2023-05-01,process,10,MO,Mechanical Engineers
2023,2023-05-01,data,2,MO,Mechanical Engineers
2023,2023-05-01,detail,4,MO,Mechanical Engineers
2023,2023-05-01,cad,0,MO,Mechanical Engineers
2023,2023-05-01,problem,2,MO,Mechanical Engineers
2023,2023-05-01,research,1,MO,Mechanical Engineers
2023,2023-05-01,c,24,MO,Mechanical Engineers
2023,2023-06-01,project,34,MO,Mechanical Engineers
2023,2023-06-01,support,7,MO,Mechanical Engineers
2023,2023-06-01,service,4,MO,Mechanical Engineers
2023,2023-06-01,process,6,MO,Mechanical Engineers
2023,2023-06-01,data,6,MO,Mechanical Engineers
2023,2023-06-01,detail,4,MO,Mechanical Engineers
2023,2023-06-01,cad,0,MO,Mechanical Engineers
2023,2023-06-01,problem,1,MO,Mechanical Engineers
2023,2023-06-01,research,1,MO,Mechanical Engineers
2023,2023-06-01,c,26,MO,Mechanical Engineers
2023,2023-07-01,project,38,MO,Mechanical Engineers
2023,2023-07-01,support,3,MO,Mechanical Engineers
2023,2023-07-01,service,5,MO,Mechanical Engineers
2023,2023-07-01,process,15,MO,Mechanical Engineers
2023,2023-07-01,data,3,MO,Mechanical Engineers
2023,2023-07-01,detail,4,MO,Mechanical Engineers
2023,2023-07-01,cad,0,MO,Mechanical Engineers
2023,2023-07-01,problem,2,MO,Mechanical Engineers
2023,2023-07-01,research,2,MO,Mechanical Engineers
2023,2023-07-01,c,23,MO,Mechanical Engineers
2023,2023-08-01,project,27,MO,Mechanical Engineers
2023,2023-08-01,support,9,MO,Mechanical Engineers
2023,2023-08-01,service,4,MO,Mechanical Engineers
2023,2023-08-01,process,6,MO,Mechanical Engineers
2023,2023-08-01,data,2,MO,Mechanical Engineers
2023,2023-08-01,detail,7,MO,Mechanical Engineers
2023,2023-08-01,cad,0,MO,Mechanical Engineers
2023,2023-08-01,problem,1,MO,Mechanical Engineers
2023,2023-08-01,research,3,MO,Mechanical Engineers
2023,2023-08-01,c,15,MO,Mechanical Engineers
2023,2023-09-01,project,13,MO,Mechanical Engineers
2023,2023-09-01,support,20,MO,Mechanical Engineers
2023,2023-09-01,service,4,MO,Mechanical Engineers
2023,2023-09-01,process,3,MO,Mechanical Engineers
2023,2023-09-01,data,2,MO,Mechanical Engineers
2023,2023-09-01,detail,1,MO,Mechanical Engineers
2023,2023-09-01,cad,0,MO,Mechanical Engineers
2023,2023-09-01,problem,1,MO,Mechanical Engineers
2023,2023-09-01,research,1,MO,Mechanical Engineers
2023,2023-09-01,c,14,MO,Mechanical Engineers
2023,2023-10-01,project,12,MO,Mechanical Engineers
2023,2023-10-01,support,15,MO,Mechanical Engineers
2023,2023-10-01,service,1,MO,Mechanical Engineers
2023,2023-10-01,process,6,MO,Mechanical Engineers
2023,2023-10-01,data,3,MO,Mechanical Engineers
2023,2023-10-01,detail,2,MO,Mechanical Engineers
2023,2023-10-01,cad,0,MO,Mechanical Engineers
2023,2023-10-01,problem,2,MO,Mechanical Engineers
2023,2023-10-01,research,3,MO,Mechanical Engineers
2023,2023-10-01,c,26,MO,Mechanical Engineers
2023,2023-11-01,project,28,MO,Mechanical Engineers
2023,2023-11-01,support,12,MO,Mechanical Engineers
2023,2023-11-01,service,6,MO,Mechanical Engineers
2023,2023-11-01,process,8,MO,Mechanical Engineers
2023,2023-11-01,data,3,MO,Mechanical Engineers
2023,2023-11-01,detail,1,MO,Mechanical Engineers
2023,2023-11-01,cad,0,MO,Mechanical Engineers
2023,2023-11-01,problem,2,MO,Mechanical Engineers
2023,2023-11-01,research,6,MO,Mechanical Engineers
2023,2023-11-01,c,21,MO,Mechanical Engineers
2023,2023-12-01,project,16,MO,Mechanical Engineers
2023,2023-12-01,support,7,MO,Mechanical Engineers
2023,2023-12-01,service,1,MO,Mechanical Engineers
2023,2023-12-01,process,13,MO,Mechanical Engineers
2023,2023-12-01,data,0,MO,Mechanical Engineers
2023,2023-12-01,detail,7,MO,Mechanical Engineers
2023,2023-12-01,cad,0,MO,Mechanical Engineers
2023,2023-12-01,problem,2,MO,Mechanical Engineers
2023,2023-12-01,research,0,MO,Mechanical Engineers
2023,2023-12-01,c,18,MO,Mechanical Engineers
2024,2024-01-01,project,21,MO,Mechanical Engineers
2024,2024-01-01,support,19,MO,Mechanical Engineers
2024,2024-01-01,service,2,MO,Mechanical Engineers
2024,2024-01-01,process,7,MO,Mechanical Engineers
2024,2024-01-01,data,4,MO,Mechanical Engineers
2024,2024-01-01,detail,5,MO,Mechanical Engineers
2024,2024-01-01,cad,1,MO,Mechanical Engineers
2024,2024-01-01,problem,3,MO,Mechanical Engineers
2024,2024-01-01,research,0,MO,Mechanical Engineers
2024,2024-01-01,c,15,MO,Mechanical Engineers
2024,2024-02-01,project,17,MO,Mechanical Engineers
2024,2024-02-01,support,17,MO,Mechanical Engineers
2024,2024-02-01,service,4,MO,Mechanical Engineers
2024,2024-02-01,process,11,MO,Mechanical Engineers
2024,2024-02-01,data,2,MO,Mechanical Engineers
2024,2024-02-01,detail,7,MO,Mechanical Engineers
2024,2024-02-01,cad,0,MO,Mechanical Engineers
2024,2024-02-01,problem,2,MO,Mechanical Engineers
2024,2024-02-01,research,4,MO,Mechanical Engineers
2024,2024-02-01,c,16,MO,Mechanical Engineers
2024,2024-03-01,project,13,MO,Mechanical Engineers
2024,2024-03-01,support,3,MO,Mechanical Engineers
2024,2024-03-01,service,4,MO,Mechanical Engineers
2024,2024-03-01,process,6,MO,Mechanical Engineers
2024,2024-03-01,data,4,MO,Mechanical Engineers
2024,2024-03-01,detail,0,MO,Mechanical Engineers
2024,2024-03-01,cad,0,MO,Mechanical Engineers
2024,2024-03-01,problem,3,MO,Mechanical Engineers
2024,2024-03-01,research,0,MO,Mechanical Engineers
2024,2024-03-01,c,13,MO,Mechanical Engineers
2024,2024-04-01,project,45,MO,Mechanical Engineers
2024,2024-04-01,support,10,MO,Mechanical Engineers
2024,2024-04-01,service,8,MO,Mechanical Engineers
2024,2024-04-01,process,5,MO,Mechanical Engineers
2024,2024-04-01,data,2,MO,Mechanical Engineers
2024,2024-04-01,detail,2,MO,Mechanical Engineers
2024,2024-04-01,cad,0,MO,Mechanical Engineers
2024,2024-04-01,problem,2,MO,Mechanical Engineers
2024,2024-04-01,research,0,MO,Mechanical Engineers
2024,2024-04-01,c,9,MO,Mechanical Engineers
2024,2024-05-01,project,12,MO,Mechanical Engineers
2024,2024-05-01,support,4,MO,Mechanical Engineers
2024,2024-05-01,service,6,MO,Mechanical Engineers
2024,2024-05-01,process,4,MO,Mechanical Engineers
2024,2024-05-01,data,10,MO,Mechanical Engineers
2024,2024-05-01,detail,2,MO,Mechanical Engineers
2024,2024-05-01,cad,0,MO,Mechanical Engineers
2024,2024-05-01,problem,1,MO,Mechanical Engineers
2024,2024-05-01,research,1,MO,Mechanical Engineers
2024,2024-05-01,c,15,MO,Mechanical Engineers
2024,2024-06-01,project,13,MO,Mechanical Engineers
2024,2024-06-01,support,4,MO,Mechanical Engineers
2024,2024-06-01,service,2,MO,Mechanical Engineers
2024,2024-06-01,process,6,MO,Mechanical Engineers
2024,2024-06-01,data,1,MO,Mechanical Engineers
2024,2024-06-01,detail,4,MO,Mechanical Engineers
2024,2024-06-01,cad,0,MO,Mechanical Engineers
2024,2024-06-01,problem,3,MO,Mechanical Engineers
2024,2024-06-01,research,1,MO,Mechanical Engineers
2024,2024-06-01,c,9,MO,Mechanical Engineers
2024,2024-07-01,project,16,MO,Mechanical Engineers
2024,2024-07-01,support,5,MO,Mechanical Engineers
2024,2024-07-01,service,2,MO,Mechanical Engineers
2024,2024-07-01,process,6,MO,Mechanical Engineers
2024,2024-07-01,data,2,MO,Mechanical Engineers
2024,2024-07-01,detail,1,MO,Mechanical Engineers
2024,2024-07-01,cad,0,MO,Mechanical Engineers
2024,2024-07-01,problem,0,MO,Mechanical Engineers
2024,2024-07-01,research,1,MO,Mechanical Engineers
2024,2024-07-01,c,11,MO,Mechanical Engineers
2024,2024-08-01,project,23,MO,Mechanical Engineers
2024,2024-08-01,support,3,MO,Mechanical Engineers
2024,2024-08-01,service,2,MO,Mechanical Engineers
2024,2024-08-01,process,1,MO,Mechanical Engineers
2024,2024-08-01,data,2,MO,Mechanical Engineers
2024,2024-08-01,detail,1,MO,Mechanical Engineers
2024,2024-08-01,cad,0,MO,Mechanical Engineers
2024,2024-08-01,problem,2,MO,Mechanical Engineers
2024,2024-08-01,research,1,MO,Mechanical Engineers
2024,2024-08-01,c,17,MO,Mechanical Engineers
2024,2024-09-01,project,22,MO,Mechanical Engineers
2024,2024-09-01,support,5,MO,Mechanical Engineers
2024,2024-09-01,service,6,MO,Mechanical Engineers
2024,2024-09-01,process,3,MO,Mechanical Engineers
2024,2024-09-01,data,5,MO,Mechanical Engineers
2024,2024-09-01,detail,1,MO,Mechanical Engineers
2024,2024-09-01,cad,1,MO,Mechanical Engineers
2024,2024-09-01,problem,1,MO,Mechanical Engineers
2024,2024-09-01,research,1,MO,Mechanical Engineers
2024,2024-09-01,c,9,MO,Mechanical Engineers
2024,2024-10-01,project,22,MO,Mechanical Engineers
2024,2024-10-01,support,5,MO,Mechanical Engineers
2024,2024-10-01,service,8,MO,Mechanical Engineers
2024,2024-10-01,process,9,MO,Mechanical Engineers
2024,2024-10-01,data,0,MO,Mechanical Engineers
2024,2024-10-01,detail,0,MO,Mechanical Engineers
2024,2024-10-01,cad,0,MO,Mechanical Engineers
2024,2024-10-01,problem,2,MO,Mechanical Engineers
2024,2024-10-01,research,0,MO,Mechanical Engineers
2024,2024-10-01,c,11,MO,Mechanical Engineers
2024,2024-11-01,project,34,MO,Mechanical Engineers
2024,2024-11-01,support,8,MO,Mechanical Engineers
2024,2024-11-01,service,4,MO,Mechanical Engineers
2024,2024-11-01,process,5,MO,Mechanical Engineers
2024,2024-11-01,data,2,MO,Mechanical Engineers
2024,2024-11-01,detail,0,MO,Mechanical Engineers
2024,2024-11-01,cad,0,MO,Mechanical Engineers
2024,2024-11-01,problem,0,MO,Mechanical Engineers
2024,2024-11-01,research,0,MO,Mechanical Engineers
2024,2024-11-01,c,6,MO,Mechanical Engineers
2024,2024-12-01,project,22,MO,Mechanical Engineers
2024,2024-12-01,support,6,MO,Mechanical Engineers
2024,2024-12-01,service,2,MO,Mechanical Engineers
2024,2024-12-01,process,6,MO,Mechanical Engineers
2024,2024-12-01,data,5,MO,Mechanical Engineers
2024,2024-12-01,detail,0,MO,Mechanical Engineers
2024,2024-12-01,cad,0,MO,Mechanical Engineers
2024,2024-12-01,problem,4,MO,Mechanical Engineers
2024,2024-12-01,research,1,MO,Mechanical Engineers
2024,2024-12-01,c,8,MO,Mechanical Engineers
2025,2025-01-01,project,66,MO,Mechanical Engineers
2025,2025-01-01,support,16,MO,Mechanical Engineers
2025,2025-01-01,service,5,MO,Mechanical Engineers
2025,2025-01-01,process,11,MO,Mechanical Engineers
2025,2025-01-01,data,7,MO,Mechanical Engineers
2025,2025-01-01,detail,2,MO,Mechanical Engineers
2025,2025-01-01,cad,0,MO,Mechanical Engineers
2025,2025-01-01,problem,6,MO,Mechanical Engineers
2025,2025-01-01,research,1,MO,Mechanical Engineers
2025,2025-01-01,c,37,MO,Mechanical Engineers
2021,2021-01-01,process,8,MO,Industrial Engineers
2021,2021-01-01,project,5,MO,Industrial Engineers
2021,2021-01-01,support,6,MO,Industrial Engineers
2021,2021-01-01,data,2,MO,Industrial Engineers
2021,2021-01-01,office,0,MO,Industrial Engineers
2021,2021-01-01,research,0,MO,Industrial Engineers
2021,2021-01-01,methodology,0,MO,Industrial Engineers
2021,2021-01-01,problem,0,MO,Industrial Engineers
2021,2021-01-01,excel,0,MO,Industrial Engineers
2021,2021-01-01,leadership,0,MO,Industrial Engineers
2021,2021-02-01,process,8,MO,Industrial Engineers
2021,2021-02-01,project,3,MO,Industrial Engineers
2021,2021-02-01,support,2,MO,Industrial Engineers
2021,2021-02-01,data,1,MO,Industrial Engineers
2021,2021-02-01,office,1,MO,Industrial Engineers
2021,2021-02-01,research,1,MO,Industrial Engineers
2021,2021-02-01,methodology,0,MO,Industrial Engineers
2021,2021-02-01,problem,0,MO,Industrial Engineers
2021,2021-02-01,excel,0,MO,Industrial Engineers
2021,2021-02-01,leadership,1,MO,Industrial Engineers
2021,2021-03-01,process,41,MO,Industrial Engineers
2021,2021-03-01,project,26,MO,Industrial Engineers
2021,2021-03-01,support,21,MO,Industrial Engineers
2021,2021-03-01,data,13,MO,Industrial Engineers
2021,2021-03-01,office,1,MO,Industrial Engineers
2021,2021-03-01,research,9,MO,Industrial Engineers
2021,2021-03-01,methodology,1,MO,Industrial Engineers
2021,2021-03-01,problem,10,MO,Industrial Engineers
2021,2021-03-01,excel,5,MO,Industrial Engineers
2021,2021-03-01,leadership,12,MO,Industrial Engineers
2021,2021-04-01,process,38,MO,Industrial Engineers
2021,2021-04-01,project,22,MO,Industrial Engineers
2021,2021-04-01,support,22,MO,Industrial Engineers
2021,2021-04-01,data,10,MO,Industrial Engineers
2021,2021-04-01,office,2,MO,Industrial Engineers
2021,2021-04-01,research,7,MO,Industrial Engineers
2021,2021-04-01,methodology,0,MO,Industrial Engineers
2021,2021-04-01,problem,6,MO,Industrial Engineers
2021,2021-04-01,excel,1,MO,Industrial Engineers
2021,2021-04-01,leadership,2,MO,Industrial Engineers
2021,2021-05-01,process,23,MO,Industrial Engineers
2021,2021-05-01,project,22,MO,Industrial Engineers
2021,2021-05-01,support,14,MO,Industrial Engineers
2021,2021-05-01,data,9,MO,Industrial Engineers
2021,2021-05-01,office,1,MO,Industrial Engineers
2021,2021-05-01,research,2,MO,Industrial Engineers
2021,2021-05-01,methodology,1,MO,Industrial Engineers
2021,2021-05-01,problem,5,MO,Industrial Engineers
2021,2021-05-01,excel,2,MO,Industrial Engineers
2021,2021-05-01,leadership,3,MO,Industrial Engineers
2021,2021-06-01,process,32,MO,Industrial Engineers
2021,2021-06-01,project,10,MO,Industrial Engineers
2021,2021-06-01,support,10,MO,Industrial Engineers
2021,2021-06-01,data,6,MO,Industrial Engineers
2021,2021-06-01,office,0,MO,Industrial Engineers
2021,2021-06-01,research,2,MO,Industrial Engineers
2021,2021-06-01,methodology,1,MO,Industrial Engineers
2021,2021-06-01,problem,2,MO,Industrial Engineers
2021,2021-06-01,excel,0,MO,Industrial Engineers
2021,2021-06-01,leadership,0,MO,Industrial Engineers
2021,2021-07-01,process,43,MO,Industrial Engineers
2021,2021-07-01,project,21,MO,Industrial Engineers
2021,2021-07-01,support,24,MO,Industrial Engineers
2021,2021-07-01,data,8,MO,Industrial Engineers
2021,2021-07-01,office,0,MO,Industrial Engineers
2021,2021-07-01,research,3,MO,Industrial Engineers
2021,2021-07-01,methodology,1,MO,Industrial Engineers
2021,2021-07-01,problem,11,MO,Industrial Engineers
2021,2021-07-01,excel,0,MO,Industrial Engineers
2021,2021-07-01,leadership,2,MO,Industrial Engineers
2021,2021-08-01,process,31,MO,Industrial Engineers
2021,2021-08-01,project,25,MO,Industrial Engineers
2021,2021-08-01,support,14,MO,Industrial Engineers
2021,2021-08-01,data,16,MO,Industrial Engineers
2021,2021-08-01,office,10,MO,Industrial Engineers
2021,2021-08-01,research,6,MO,Industrial Engineers
2021,2021-08-01,methodology,2,MO,Industrial Engineers
2021,2021-08-01,problem,11,MO,Industrial Engineers
2021,2021-08-01,excel,1,MO,Industrial Engineers
2021,2021-08-01,leadership,4,MO,Industrial Engineers
2021,2021-09-01,process,50,MO,Industrial Engineers
2021,2021-09-01,project,40,MO,Industrial Engineers
2021,2021-09-01,support,18,MO,Industrial Engineers
2021,2021-09-01,data,10,MO,Industrial Engineers
2021,2021-09-01,office,0,MO,Industrial Engineers
2021,2021-09-01,research,4,MO,Industrial Engineers
2021,2021-09-01,methodology,0,MO,Industrial Engineers
2021,2021-09-01,problem,12,MO,Industrial Engineers
2021,2021-09-01,excel,5,MO,Industrial Engineers
2021,2021-09-01,leadership,1,MO,Industrial Engineers
2021,2021-10-01,process,71,MO,Industrial Engineers
2021,2021-10-01,project,26,MO,Industrial Engineers
2021,2021-10-01,support,21,MO,Industrial Engineers
2021,2021-10-01,data,9,MO,Industrial Engineers
2021,2021-10-01,office,0,MO,Industrial Engineers
2021,2021-10-01,research,6,MO,Industrial Engineers
2021,2021-10-01,methodology,1,MO,Industrial Engineers
2021,2021-10-01,problem,12,MO,Industrial Engineers
2021,2021-10-01,excel,1,MO,Industrial Engineers
2021,2021-10-01,leadership,7,MO,Industrial Engineers
